	mean
ADCY6	0.7211025449697942
ADCY7	-1.590986077905714
ADCY9	0.26503735054166727
ADCYAP1	0.6936564008247217
ADD1	1.2197932275574368
ADD2	1.986355722772867
ADD3	-0.19904190557825285
ADH5	-0.0015939408973772026
ADHFE1	-2.095845848461525
ADI1	1.1727264691963775
ADIPOR1	1.5333415486202278
ADIPOR2	1.135497938541761
ADIRF	-0.36417597580318023
ADIRF-AS1	-1.1777165738228976
ADK	-0.30915143959004693
ADM	-0.9313007049726846
ADM2	-0.44655180179761733
ADM5	-1.0720331903873606
ADNP	0.7789469220564366
ADNP2	1.972568418660147
ADORA1	-1.6377101351800267
ADPGK	-0.12174168513805197
ADPRH	-2.0160370581515137
ADPRHL1	-0.36172892728281486
ADPRM	-1.9267220448744609
ADRM1	1.5310095767271923
ADSL	0.880869358452935
AEBP1	-0.48040686083352246
AEBP2	0.6375341744472182
AEN	0.21427167518417345
AFAP1	-0.05971897036395511
AFAP1L1	-1.4600058199836339
AFAP1L2	-1.4441876346929317
AFF1	0.4399116897448552
AFF3	-1.6586902810548152
AFF4	2.062759588303576
AFG3L1P	-0.6011558138263023
AFG3L2	1.3729124814497984
AFMID	0.0982302913872604
AFTPH	0.17477504935081128
AGA	-1.4900747231791096
AGAP1	1.5270821943777233
AGAP2	-1.3923429318541911
AGAP2-AS1	0.23429369950193676
AGAP3	1.0414882832529881
AGAP4	-0.8561569244293721
AGAP6	0.10064286215113331
AGBL2	-1.7972990776125077
AGBL3	-1.3407547968769127
AGBL4	-1.3101282868805482
AGBL5	0.6127204566828527
AGER	0.05312796511587653
AGFG1	-0.023100072764009286
AGFG2	-0.4073744562999244
AGGF1	0.8731913440613984
AGK	0.7329087389710003
AGL	0.42490086776629
AGMAT	-1.5574791582620475
AGMO	-1.5482071585728674
AGO1	0.5156231079771363
AGO2	-0.6835291390485088
AGO3	0.5191740743958834
AGO4	1.490295604238231
AGPAT1	1.5935470678823331
AGPAT2	0.42099365352317686
AGPAT3	1.2426802715652712
AGPAT4	0.33952533307716465
AGPAT5	1.5107486949620017
AGPS	1.0283332913551857
AGR2	-0.08808864436631805
AGRN	-0.5310034644087969
AGTPBP1	0.47023390680489346
AGTRAP	-0.3885586944093588
AHCTF1	0.4431003942623545
AHCY	1.9259135011657909
AHCYL1	1.411478749238515
AHCYL2	-0.7759215071593597
AHI1	-0.25037697947722337
AHNAK	0.44963438267209643
AHNAK2	-0.07789357235979355
AHR	-1.3418274337749387
AHRR	-1.4445006649286447
AHSA1	1.0097576086778313
AIDA	-0.27392274081768475
AIF1L	1.3180834538191193
AIFM1	-0.32082068420972804
AIFM2	0.17351325440722334
AIG1	-0.31555127500273406
AIMP1	0.8124942265766527
AIMP2	0.0972539826670327
AIP	0.40575494486904234
AJAP1	-1.047050788849771
AJUBA	-1.755939733256467
AK2	0.9081603078308653
AK3	0.9745541920621336
AK4	-1.2770676719528034
AK6	-0.2737974157537863
AK7	0.21074510375413244
AK8	-2.029121929618238
AK9	-0.09152313069563027
AKAP1	1.2777355048032712
AKAP10	-0.1385325484739579
AKAP11	-0.005876169199421791
AKAP12	0.9744605737177254
AKAP13	0.17716450705081163
AKAP17A	0.9142455736717409
AKAP3	-2.451389158362305
AKAP5	0.2541814419697818
AKAP6	-0.499846785995333
AKAP8	-0.23620154238962063
AKAP8L	1.4548106209042437
AKAP9	0.9777948547260901
AKIP1	-0.9931445586685994
AKIRIN1	1.32957824299723
AKIRIN2	0.0689015517160971
AKNA	0.11008141905223974
AKR1A1	0.44005770794266225
AKR1B1	-0.13011446885857503
AKR7A2	0.5455151495916901
AKR7A3	-0.9886109807347684
AKR7L	-1.459194639598983
AKT1	1.7898239058845002
AKT1S1	0.23237034037056836
AKT2	1.2544099274155767
AKT3	1.8878878892973527
AKTIP	-0.15452437563474078
ALAD	0.15985085261704907
ALAS1	0.4645249960657771
ALCAM	1.6505029646274314
ALDH16A1	-0.18530983993444874
ALDH18A1	0.35174690336732345
ALDH1A1	0.03953610068478382
ALDH1B1	0.4619383907406855
ALDH1L2	-1.071935848384139
ALDH2	-1.1917032189433243
ALDH3A1	-1.7865391702173845
ALDH3A2	0.783835560624499
ALDH3B1	-1.0751346266444493
ALDH4A1	0.01807677602338835
ALDH5A1	0.41199192825130565
ALDH6A1	0.3593871155770693
ALDH7A1	-0.038317638774068345
ALDH9A1	0.451796793387534
ALDOA	2.3115082741778075
ALDOC	0.1405713601873753
ALG1	-1.0356316493075821
ALG10	-0.5404914894405203
ALG10B	-1.363541243084208
ALG11	-1.1167440258268744
ALG12	-0.5458419404565595
ALG13	-0.569224334957967
ALG14	-0.04308224842414667
ALG2	0.7017889027272645
ALG3	0.37849078466112246
ALG5	-0.23086398016193074
ALG6	0.8116269301455968
ALG8	-0.45932459725338315
ALG9	-0.862476076718221
ALKBH1	-0.1025131642126996
ALKBH2	0.5863189377397772
ALKBH3	-0.32423100868828536
ALKBH4	-0.9657190536283352
ALKBH5	1.235312794447864
ALKBH6	-0.9826155656276118
ALKBH7	0.38210065635497115
ALKBH8	-0.876682733961326
ALMS1	0.49488778774999226
ALMS1-IT1	-1.1978850744845448
ALOX5	-0.06135976018341341
ALPK1	-1.5797915250904626
ALPK3	-0.2567272417765243
ALPL	-1.6965105864252497
ALS2	0.10501498271276874
ALYREF	0.13196056122032138
AMACR	-1.130456510587205
AMBRA1	0.8833077245891429
AMD1	1.37739320833572
AMDHD2	-0.6164120569572485
AMER2	0.4155049076460066
AMER3	0.5537481892390921
AMFR	0.48432135322200454
AMH	1.7273512739772623
AMIGO1	-1.1353983068010163
AMIGO2	-0.7131884129146536
AMMECR1	-0.6135465255480343
AMMECR1L	0.3026502744177797
AMN1	-0.24064254703328453
AMOT	0.25378654428579417
AMOTL1	2.0879660355136807
AMOTL2	-0.23784358634474206
AMPD2	0.20553310817028758
AMPD3	-0.650486418920416
AMPH	0.03556260993593073
AMT	-0.8923278019607052
AMY2B	-2.0051086985341207
AMZ2	0.08841398325088881
AMZ2P1	-1.1330880219752437
ANAPC1	0.30778118715834935
ANAPC10	-1.1845640039153025
ANAPC11	-1.3751139397715033
ANAPC13	-0.8319826673424293
ANAPC15	-0.2616001291371848
ANAPC16	0.874092566474146
ANAPC2	0.5991677987691855
ANAPC4	0.1029790212697856
ANAPC5	1.1857468992622813
ANAPC7	0.7884554244454791
ANGEL1	-0.4845602135758598
ANGEL2	-0.28262053726240066
ANGPT2	0.30226265993104817
ANGPTL2	-1.1019265385533354
ANK1	0.30645429053798867
ANK2	0.9928073802146768
ANK3	0.09252623903713839
ANKAR	-1.8339256999216351
ANKDD1A	-1.5289288876496876
ANKEF1	0.4228022361151894
ANKFY1	1.1398646222591735
ANKH	0.5693729678106024
ANKHD1	-2.463791218816408
ANKHD1-EIF4EBP3	-1.893100383626157
ANKIB1	0.9857804851493229
ANKLE1	-1.3171287016225173
ANKLE2	2.2811086125502618
ANKMY1	-1.1683676898704438
ANKMY2	-0.3324456588968112
ANKRA2	-1.2610293752535384
ANKRD10	1.9725547646398487
ANKRD10-IT1	0.04289716738860692
ANKRD11	1.2297176348396897
ANKRD12	0.03142674446145098
ANKRD13A	1.0494122291765848
ANKRD13B	-0.2304956193322978
ANKRD13C	0.8719029329246973
ANKRD13D	0.33560376956186566
ANKRD16	-0.9725087554383013
ANKRD17	1.156416912529404
ANKRD18A	-1.5164635744926156
ANKRD18B	-0.9484043236452816
ANKRD23	-1.3718120798809588
ANKRD24	-0.3436623256876702
ANKRD26	-0.16021279390419393
ANKRD27	0.6830418300578288
ANKRD28	-0.26900239451566815
ANKRD34A	-2.0904627914743283
ANKRD34B	-1.3279533800148453
ANKRD35	-0.14972932167575367
ANKRD36	0.30022247969047067
ANKRD36B	-0.873617396950857
ANKRD36BP2	-2.00914030501877
ANKRD36C	-0.5641182464431229
ANKRD37	-1.356903368347294
ANKRD39	-1.3525024563377954
ANKRD40	1.3444964508429995
ANKRD42	-0.9208929108339886
ANKRD44	-1.127707880692422
ANKRD46	-0.14714929060953585
ANKRD49	-0.9030079068866872
ANKRD50	0.6469560991316383
ANKRD52	1.906270741383951
ANKRD53	-1.3870600168013765
ANKRD54	0.1585195704874544
ANKRD6	0.1338198403452023
ANKRD65	1.6679512073212712
ANKRD9	0.08327320503173903
ANKS1A	0.9161613280207296
ANKS1B	-1.8439704527156553
ANKS3	-0.7910345116337366
ANKS6	0.3817960572790493
ANKZF1	-0.337490324177707
ANLN	1.4799913257664195
ANO1	-1.0859342877327323
ANO10	-1.1798424324977153
ANO4	-1.78073355813909
ANO5	-0.40190649326253125
ANO6	0.7343234503474633
ANO8	0.5217709425035103
ANO9	1.087122144440147
ANP32A	1.4691764182864415
ANP32AP1	0.015654192543676806
ANP32B	2.4284284075116376
ANP32E	2.114356335193128
ANTXR1	0.31825818932249755
ANTXR2	-1.2751144431960326
ANXA1	-1.7540439716536669
ANXA11	1.3149914894419827
ANXA2	0.9456880442839564
ANXA3	-1.892678917549205
ANXA4	-0.2753538706471469
ANXA5	1.670458808731162
ANXA6	0.6755253780516752
ANXA7	1.1463901668200274
AOC2	-1.0775475672899777
AOC3	-1.7274252673582497
AP1AR	0.09992465223379951
AP1B1	1.5843211659320873
AP1G1	0.7632805981976181
AP1G2	0.556852741945163
AP1M1	0.2738192549177388
AP1M2	1.0241482237629453
AP1S1	-0.013568147574568484
AP1S2	-0.4603668878896834
AP1S3	-1.0672498962534658
AP2A1	1.4109680847276123
AP2A2	0.5919394747462047
AP2B1	2.2303764543848645
AP2M1	1.4992047805159343
AP2S1	0.4213004613485069
AP3B1	0.7514068380035834
AP3B2	1.153967580488832
AP3D1	1.5130074104934566
AP3M1	1.0899300242254462
AP3M2	0.5688077879857101
AP3S1	-0.8022000563716676
AP3S2	0.3251097420201625
AP4B1	-0.7140126261752493
AP4E1	-1.151791469968873
AP4M1	-0.7759490114840518
AP4S1	-0.8361528388367678
AP5B1	-0.714478469111629
AP5M1	1.234027775951452
AP5S1	-0.18663183173855302
AP5Z1	0.3784495682799367
APAF1	1.13377205776826
APBA1	-1.3636478697156131
APBA2	0.7054546567382937
APBA3	-0.3454185267206143
APBB1	0.5321627675914258
APBB2	0.18299906303246202
APBB3	-1.0763609843469577
APC	0.6219851125211473
APC2	-1.314390876115973
APCDD1	-1.067382662001796
APEH	0.8576882621880103
APEX1	2.5849745364444487
APEX2	-0.2121338786476458
APH1A	1.0414872852269426
APH1B	-0.12412380766460321
API5	1.6847426134116699
APIP	-0.059686127394359044
APLF	-1.8869695066783332
APLN	-0.1262314913525183
APLP1	1.3869481972120208
APLP2	1.2725510033718463
APMAP	1.8575826248826701
APOBEC3B	0.9788734790847975
APOBEC3C	0.49320085176220985
APOBEC3D	-1.1890880334687006
APOBEC3F	-0.03195671457259352
APOBEC3G	-0.8262628150571044
APOD	-1.7751120556601696
APOE	-1.723077114402251
APOL1	-0.5064959161956701
APOL2	0.42473767979151383
APOL3	-1.8289765604408559
APOL4	1.0007014691443004
APOL6	0.47142724449944035
APOLD1	0.5168734817885227
APOM	-1.6826672268572012
APOO	-0.874782292187419
APOOL	0.5713576362014782
APP	2.3080397183067274
APPBP2	0.998930751994966
APPL1	0.9297830013876104
APPL2	-0.270563798877659
APRT	0.12745560190042132
APTR	-1.1713912689886197
APTX	-0.26259312885937935
AQP1	-0.4710180671918359
AQP11	-1.5636050761450389
AQP3	-1.098424635863661
AQR	0.9221240230764632
ARAF	0.33651085035706446
ARAP1	1.4504294556684088
ARAP2	-2.079506135214397
ARAP3	-1.9518476141074848
ARC	-1.3649391557262975
ARCN1	1.2423884321047152
AREL1	1.1837765374159361
ARF1	2.129166547522336
ARF3	1.7337032475325995
ARF4	0.14270003020816266
ARF5	1.9283996084010233
ARF6	1.5916655435850817
ARFGAP1	0.055632461057664305
ARFGAP2	0.17995661083805245
ARFGAP3	0.06942849110327189
ARFGEF1	1.0044000478265798
ARFGEF2	1.452128673641531
ARFIP1	0.34846115382808307
ARFIP2	0.7446039410482936
ARFRP1	0.09888595167028598
ARG2	-0.46875908171187275
ARGLU1	0.9642049992783854
ARHGAP1	0.5678996399534791
ARHGAP10	-1.7343564789259902
ARHGAP11A	1.8570267587601643
ARHGAP11B	0.1959726695467839
ARHGAP12	-0.05592395195967847
ARHGAP17	-0.25470364900767656
ARHGAP18	-0.9353631234419789
ARHGAP19	-1.3976918399860851
ARHGAP20	-1.4747946118618358
ARHGAP21	0.41513523404229585
ARHGAP22	-0.9200189038868131
ARHGAP23	1.1261304642682597
ARHGAP24	-1.1192766099064686
ARHGAP25	-1.447217045945607
ARHGAP26	-0.3008702309179689
ARHGAP27	-1.0666571844810893
ARHGAP28	-0.946288126033397
ARHGAP29	-1.7976726027897016
ARHGAP32	1.0213958958047031
ARHGAP33	1.4749665082606207
ARHGAP35	2.7872447505553604
ARHGAP39	2.255495359948082
ARHGAP4	0.8296234916285384
ARHGAP42	-1.0824237010354276
ARHGAP44	-1.522137159930831
ARHGAP5	0.9368949197236407
ARHGAP9	-1.756800989468875
ARHGDIA	1.4677108123933875
ARHGDIG	-1.5646252881355753
ARHGEF1	0.8738280705165485
ARHGEF10	-0.6139341943156681
ARHGEF10L	0.35953663385626233
ARHGEF11	0.06010572824697988
ARHGEF12	1.4385471789095834
ARHGEF16	-0.03283833335356041
ARHGEF17	-0.1740049181969429
ARHGEF18	-0.9619055352637592
ARHGEF19	1.0388832629763072
ARHGEF2	1.6497967743843367
ARHGEF25	0.010396504874276742
ARHGEF26	-0.8923675405047325
ARHGEF28	-0.07707618859614482
ARHGEF3	-0.21754732392714557
ARHGEF37	-0.8207614039409717
ARHGEF38	0.00816939595754726
ARHGEF39	-0.6018384445108377
ARHGEF4	-0.8130924486172241
ARHGEF40	0.652130854254355
ARHGEF6	-0.6260995434696602
ARHGEF7	1.2730521232667316
ARHGEF9	-0.04346739464967813
ARID1A	2.3523471246263097
ARID1B	0.9153504520472078
ARID2	0.6548385442131535
ARID3A	-0.29875512001756305
ARID3B	-0.7219792927382069
ARID4A	0.45268104869159426
ARID4B	0.7448359270508408
ARID5A	-1.5706756164968974
ARID5B	-0.2912627963259779
ARIH1	0.549450173593917
ARIH2	0.43890141559613705
ARL1	0.7553369205396422
ARL10	-0.1707585190245798
ARL13B	-0.28932994192639366
ARL14EP	0.24000938086242876
ARL15	-0.402038231244299
ARL16	-0.8138663402321545
ARL17A	-0.9240547820339617
ARL17B	-1.6715265095765819
ARL2	-0.43873754272105087
ARL2BP	0.3673124771974119
ARL3	1.3688664529346666
ARL4A	-0.6075771953308421
ARL4C	1.5986586017284994
ARL4D	-1.438116495842135
ARL5A	-0.14124347035717616
ARL5B	0.636101924804929
ARL6	-0.297995979140624
ARL6IP1	3.0712948036663144
ARL6IP4	-2.645307075879468
ARL6IP5	0.2672355966127053
ARL6IP6	-0.2175176781257708
ARL8A	0.9910250097286941
ARL8B	1.2007879473266148
ARL9	-1.6820389984895998
ARMC1	1.036235325278792
ARMC10	-0.3965955144611951
ARMC2	-0.9394363296420611
ARMC3	-1.682670091529089
ARMC5	-0.3632238942273937
ARMC6	-0.42355167441628006
ARMC7	-0.5822422058833064
ARMC8	0.10729264574635673
ARMC9	-0.9735271491656364
ARMCX1	0.258770887803712
ARMCX2	-0.2612597784188483
ARMCX3	1.0435789220690455
ARMCX4	-0.008002779789090132
ARMCX5	-0.6610631856380409
ARMCX6	-0.05941917543166355
ARNT	-0.09045235069590034
ARNT2	0.6098741552579667
ARPC1A	1.1817075643638393
ARPC1B	-0.20868902271461026
ARPC2	0.5637899390093588
ARPC3	1.0435995295342333
ARPC4	0.33959997415005794
ARPC5	0.9026140309176071
ARPC5L	-0.10307045160355968
ARPIN	-0.2769254395564899
ARPP19	1.7901143817928973
ARRB1	-1.001894030251375
ARRB2	0.46378771982254263
ARRDC1	0.12951430740217595
ARRDC1-AS1	-0.4670175811661782
ARRDC2	-0.17339098810887887
ARRDC3	0.9533355423408969
ARRDC4	-0.012675885495290244
ARSA	-0.30487473232331147
ARSB	-0.7107692364741304
ARSD	-0.220958607657016
ARSG	-1.5100913014572759
ARSJ	-0.7008844745895406
ARSK	-0.9124207947669271
ARTN	-0.39997917122821597
ARV1	-0.513634000236454
ARVCF	0.3007759535280359
ASAH1	0.18960819983748192
ASAH2	-1.152294622503977
ASAP1	1.9815264741551304
ASAP2	0.08452001279863117
ASAP3	-0.474867778067716
ASB1	1.2909032191474052
ASB13	-0.19717104857344397
ASB16-AS1	-0.19001436696850932
ASB6	0.8766815157511377
ASB7	0.17780625214165996
ASB8	-0.2613598240614735
ASCC1	-0.5787120069740258
ASCC2	0.6004998925043253
ASCC3	0.2706707894844328
ASCL1	3.1676758116508967
ASCL2	-2.0214567127396075
ASF1A	0.47155313433845486
ASF1B	1.875643411828298
ASGR1	-0.30641662617509174
ASH1L	0.6579675370262352
ASH1L-AS1	-0.8805789558092536
ASH2L	0.912761868328836
ASIC1	-0.9068896786155807
ASIC3	-1.134401897394505
ASL	-1.4893325583222385
ASMTL	-0.7211721262624267
ASMTL-AS1	-1.4396426067549892
ASNS	0.2426415681343658
ASNSD1	0.46673376230228214
ASPDH	-1.4240577879527123
ASPH	0.8317143785474482
ASPHD1	-0.3147574050942798
ASPHD2	-0.9952611236983
ASPM	1.7229273883576304
ASPSCR1	-0.388780385482413
ASRGL1	0.939156872101337
ASS1	-0.16426983989666372
ASTE1	-0.1158265555111372
ASTN1	-2.3426853762451483
ASTN2	-0.6170971332829458
ASXL1	3.1466602352428024
ASXL2	-0.0015612029729953083
ATAD1	0.9808597217218704
ATAD2	1.575614451662188
ATAD2B	-0.7682935500927567
ATAD3A	-0.6649908665675408
ATAD3B	-0.4102371501068751
ATAD3C	-0.38542708444110924
ATAD5	0.2965379811322282
ATAT1	0.6853778857019617
ATCAY	0.9731443133330379
ATE1	-0.6162258107201157
ATF1	-1.1035410361831541
ATF2	1.0378209977620747
ATF3	0.02907897640197194
ATF4	2.1107374830037573
ATF5	1.3290170503853522
ATF6	1.525572767086718
ATF6B	0.8527733980067778
ATF7	0.6601512107161457
ATF7IP	0.9918880406843867
ATG10	-1.6386847696436952
ATG101	1.073261702158151
ATG12	-0.410780791800373
ATG13	1.486361599500625
ATG14	-0.16462392982492943
ATG16L1	-1.3925838471126342
ATG16L2	-0.7318280997581895
ATG2A	0.058018470031374156
ATG2B	1.4794179052722791
ATG3	-0.2400928597762707
ATG4A	-0.5275924610504227
ATG4B	0.18768691260469766
ATG4C	-0.1392687966977085
ATG4D	1.56750871800003
ATG5	-0.40445381872962255
ATG7	-1.2103102890340272
ATG9A	0.5833221982676194
ATG9B	-0.9331811643545296
ATIC	0.9693686451379849
ATL1	-0.2689989076812907
ATL2	-0.14958844503459048
ATL3	0.7513091610949683
ATM	-0.21681514222323794
ATMIN	0.597490974634797
ATN1	1.7171680142659225
ATOX1	-1.4006679899829078
ATP10D	-0.7799405693033281
ATP11A	1.6173299540421233
ATP11B	0.7289813307173972
ATP11C	0.6532503068438807
ATP13A1	0.9399799988722742
ATP13A2	0.28272694356472317
ATP13A3	2.4186965851192848
ATP1A1	2.9335744626496996
ATP1A1-AS1	-1.495064495261085
ATP1A3	0.006619803059656006
ATP1B1	1.3220328219404793
ATP1B3	0.47623020446470227
ATP2A1	-1.7751361001055779
ATP2A2	1.4004012641524164
ATP2A3	1.6055005250570413
ATP2B1	1.3847102491091623
ATP2B2	-1.1234159883573638
ATP2B3	-0.1968324319405069
ATP2B4	1.2199154950793791
ATP2C1	1.6926380736461093
ATP2C2	-1.7861109492942309
ATP6AP1	1.0599790684793713
ATP6AP1L	-2.032390066233768
ATP6AP2	0.648133419088171
ATP6V0A1	0.3489257788150832
ATP6V0A2	-0.4030472825723573
ATP6V0B	1.6155793130323504
ATP6V0C	-1.9820714399112593
ATP6V0D1	0.75591018134724
ATP6V0E1	0.5191378024791831
ATP6V0E2	1.0423425238240565
ATP6V0E2-AS1	-0.5458900219547064
ATP6V1A	1.6501874487342318
ATP6V1B1	0.5132236156197648
ATP6V1B2	0.5540675504442422
ATP6V1C1	0.3904971123875764
ATP6V1C2	0.0430762184287852
ATP6V1D	0.7828535572898198
ATP6V1E1	1.2154543208023563
ATP6V1E2	-0.8010033369721173
ATP6V1F	1.280670575061049
ATP6V1G1	1.687627959673301
ATP6V1G2	-0.18542991067099637
ATP6V1H	0.03650288459908197
ATP7A	0.30285854081162306
ATP7B	-0.3636499036638291
ATP8A1	-0.22343841274116796
ATP8A2	0.32780727834089407
ATP8B2	1.1340716899915737
ATP8B4	-1.6148980252561855
ATP9A	1.3352997789078318
ATP9B	-1.0884572844492126
ATPAF1	0.8454494868426108
ATPAF2	-1.1255988380905888
ATR	0.53480185315356
ATRAID	-0.0011168891801245841
ATRIP	-0.8630742569930737
ATRN	1.4124566780265633
ATRNL1	-1.4089921389091986
ATRX	2.232034624371185
ATXN10	1.236567826166674
ATXN1L	0.978738725426262
ATXN2	-0.5767264834736865
ATXN2L	1.3852756384101623
ATXN3	0.6646847767931001
ATXN7	-0.5694047835717313
ATXN7L1	-1.6314848041736547
ATXN7L2	-0.2886253024277627
ATXN7L3	1.964814085655136
AUH	-1.5142973237736421
AUNIP	-0.8767140832048722
AUP1	1.2832293480749861
AURKA	0.20375394924751455
AURKAIP1	0.05740468889951523
AURKB	0.6165914698342222
AURKC	-2.1460798397582708
AUTS2	1.1596355721884601
AVEN	-1.205861512695826
AVIL	-0.9439081118157935
AVL9	1.1960767462421464
AVPI1	-1.7203940447990034
AXIN1	0.009706132253445432
AXIN2	-0.7845779634138301
AZGP1	-0.6791507281354299
AZI2	-0.9103733503338166
AZIN1	2.364874004576215
AZIN2	-2.914199988001914
B2M	2.92591586039768
B3GALNT1	-0.35397286696967056
B3GALNT2	-0.9394254135925297
B3GALT2	-1.775714587491563
B3GALT4	-0.11953380584677456
B3GALT5	0.31621549788000775
B3GAT1	-0.8475632138851088
B3GAT2	-1.8307300220138538
B3GAT3	-0.1487921803212123
